class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
Hello,0.6049359440803528,1.0324724912643433,5.516777150660346e-07,0.5321102738380432,1.000561237335205,-0.043393753468990326,0.4788911044597626,0.9172176718711853,-0.06518707424402237,0.43899065256118774,0.8400700688362122,-0.08209552615880966,0.3971872329711914,0.777375340461731,-0.09767736494541168,0.5289220213890076,0.7651153206825256,-0.03426419571042061,0.5049768090248108,0.656545102596283,-0.05879956856369972,0.4890412986278534,0.5871773958206177,-0.08004232496023178,0.4786498546600342,0.5256665945053101,-0.09665071964263916,0.5824424028396606,0.750728189945221,-0.03460825979709625,0.573876142501831,0.6252722144126892,-0.05591033771634102,0.5694218277931213,0.5411363840103149,-0.07785982638597488,0.5662539601325989,0.46946096420288086,-0.09443476796150208,0.6326061487197876,0.7659695148468018,-0.040577203035354614,0.6356165409088135,0.6497324705123901,-0.0674654170870781,0.639157235622406,0.5730511546134949,-0.0882435068488121,0.6400344371795654,0.5036017894744873,-0.10247474908828735,0.6793535947799683,0.801921010017395,-0.04999242350459099,0.6997572779655457,0.7160524725914001,-0.07714828848838806,0.7150970697402954,0.657904863357544,-0.09062328934669495,0.7277601957321167,0.6012403964996338,-0.09913888573646545
Hello,0.6075671315193176,1.0425479412078857,5.16611862622085e-07,0.5346440672874451,1.0049763917922974,-0.03881635516881943,0.48035928606987,0.9191912412643433,-0.05722169950604439,0.4400535821914673,0.8382723331451416,-0.07211187481880188,0.39893293380737305,0.7732675075531006,-0.08569319546222687,0.5274076461791992,0.7673275470733643,-0.022976117208600044,0.5031152963638306,0.6544802784919739,-0.045146290212869644,0.487132728099823,0.5848001837730408,-0.06544142216444016,0.4769282937049866,0.521533727645874,-0.08150725811719894,0.5809797048568726,0.7518433332443237,-0.024684138596057892,0.5726678967475891,0.6241596937179565,-0.041726283729076385,0.5680588483810425,0.5413717031478882,-0.0604231022298336,0.5649123787879944,0.46987923979759216,-0.07538474351167679,0.6316092014312744,0.7658966779708862,-0.032385293394327164,0.6349853873252869,0.6490593552589417,-0.05386962741613388,0.6389737129211426,0.5736167430877686,-0.06965833902359009,0.6409493088722229,0.5032213926315308,-0.0816420391201973,0.6794254183769226,0.8005338907241821,-0.04392670840024948,0.6998003125190735,0.7177928686141968,-0.06532124429941177,0.7146374583244324,0.661494791507721,-0.07442124933004379,0.7282718420028687,0.6052603125572205,-0.08080636709928513
Hello,0.6097897887229919,1.043480396270752,5.300182692735689e-07,0.5370280146598816,1.007188320159912,-0.04071090742945671,0.48087942600250244,0.9215713143348694,-0.0602324977517128,0.43956977128982544,0.8393975496292114,-0.07602223753929138,0.397083580493927,0.7724248170852661,-0.0904306098818779,0.5274124145507812,0.7670944929122925,-0.024732429534196854,0.5025414824485779,0.6548985242843628,-0.04726644232869148,0.48622456192970276,0.5864911675453186,-0.06739787012338638,0.47622913122177124,0.5237071514129639,-0.08322210609912872,0.5808427333831787,0.7512020468711853,-0.025774335488677025,0.5729852318763733,0.6222915053367615,-0.042400456964969635,0.5679311156272888,0.5400652289390564,-0.05992331728339195,0.5644829869270325,0.46909961104393005,-0.07417494803667068,0.6313664317131042,0.7653021812438965,-0.03313898295164108,0.635030210018158,0.6481472253799438,-0.05431315302848816,0.6387684941291809,0.5726833343505859,-0.0691821426153183,0.6406154632568359,0.5021058320999146,-0.08067359775304794,0.6789828538894653,0.79994136095047,-0.04464491829276085,0.6999897956848145,0.7168979644775391,-0.06591955572366714,0.7154261469841003,0.660178542137146,-0.07485738396644592,0.7295746207237244,0.6039560437202454,-0.08125025779008865
Hello,0.605873167514801,1.046992540359497,5.300533985064249e-07,0.5344563722610474,1.0085242986679077,-0.03985419496893883,0.47958046197891235,0.9223406910896301,-0.058842096477746964,0.438315212726593,0.8418239951133728,-0.07433584332466125,0.397005558013916,0.7742236852645874,-0.0885043814778328,0.5272085666656494,0.7674267292022705,-0.023235587403178215,0.5016752481460571,0.6542246341705322,-0.04567456990480423,0.4851417541503906,0.5851349234580994,-0.06563716381788254,0.4752214550971985,0.5224517583847046,-0.08116394281387329,0.5806907415390015,0.7517848014831543,-0.024793781340122223,0.5729048252105713,0.6221475601196289,-0.0411716103553772,0.5677323937416077,0.539155900478363,-0.05852213501930237,0.56386399269104,0.4690023958683014,-0.0725070983171463,0.6309387683868408,0.7657974362373352,-0.03274257108569145,0.6340121030807495,0.6478161215782166,-0.05366664379835129,0.637054979801178,0.5724074840545654,-0.06811917573213577,0.6380472183227539,0.5028378963470459,-0.07917921990156174,0.6781763434410095,0.8005315065383911,-0.04481462389230728,0.698909342288971,0.7164626121520996,-0.06564807146787643,0.7146462202072144,0.6598832011222839,-0.07404374331235886,0.728781521320343,0.6047471761703491,-0.07993355393409729
Hello,0.6090166568756104,1.049612283706665,5.225574568612501e-07,0.536676824092865,1.0112102031707764,-0.03949596360325813,0.4802488684654236,0.9255303144454956,-0.058630187064409256,0.43876904249191284,0.8436558246612549,-0.0743275061249733,0.39773324131965637,0.7744939923286438,-0.08858941495418549,0.5272657871246338,0.7681258916854858,-0.022373642772436142,0.5011261105537415,0.6543648838996887,-0.04423863813281059,0.4845929443836212,0.585311233997345,-0.06426125019788742,0.47487351298332214,0.52203369140625,-0.08005005866289139,0.5804523229598999,0.7522816061973572,-0.024110298603773117,0.5719462037086487,0.6218510270118713,-0.03972204402089119,0.5674647688865662,0.5388529300689697,-0.05706598609685898,0.5646004676818848,0.4679265022277832,-0.07136787474155426,0.6307597756385803,0.7665455937385559,-0.032205067574977875,0.6329231858253479,0.6487398743629456,-0.052004143595695496,0.6366101503372192,0.572853684425354,-0.06642673164606094,0.6386405825614929,0.5028228759765625,-0.07795332372188568,0.6785140037536621,0.8017546534538269,-0.04449853301048279,0.6978502869606018,0.7175402045249939,-0.06415907293558121,0.7132871747016907,0.6607369184494019,-0.07233912497758865,0.7279335260391235,0.6052124500274658,-0.07847225666046143
Hello,0.6069768667221069,1.0530996322631836,5.193119250179734e-07,0.535751461982727,1.0115481615066528,-0.0388476587831974,0.47999799251556396,0.925649106502533,-0.05704639479517937,0.4377419352531433,0.8452624678611755,-0.07207029312849045,0.3972774147987366,0.7752858400344849,-0.08553510159254074,0.5284481048583984,0.7694690227508545,-0.01963471993803978,0.5027106404304504,0.657168984413147,-0.04155496135354042,0.4855828881263733,0.5887669324874878,-0.061461612582206726,0.4754939675331116,0.5265973210334778,-0.07694260030984879,0.5814557075500488,0.753749668598175,-0.021497488021850586,0.5737344622612,0.624016284942627,-0.03740560635924339,0.5685761570930481,0.5409893989562988,-0.054620422422885895,0.5648528337478638,0.4714854061603546,-0.06847555190324783,0.6316877007484436,0.7678837180137634,-0.03000190295279026,0.6342929005622864,0.6506127119064331,-0.05065929889678955,0.6374707221984863,0.5751296281814575,-0.06526985764503479,0.6385866403579712,0.5064880847930908,-0.07636319845914841,0.6793199777603149,0.8027071952819824,-0.042619720101356506,0.6999226808547974,0.7183030247688293,-0.06277238577604294,0.7155833840370178,0.6613516807556152,-0.07107476145029068,0.7299125790596008,0.6065517663955688,-0.07698902487754822
Hello,0.606083333492279,1.0530445575714111,5.183949269849109e-07,0.5355211496353149,1.0125328302383423,-0.0399349220097065,0.4806666970252991,0.9269977807998657,-0.05918053537607193,0.4392615556716919,0.8463057279586792,-0.0750737339258194,0.3990341126918793,0.7760493755340576,-0.0894661471247673,0.5288978219032288,0.7705326676368713,-0.022224990651011467,0.5023417472839355,0.6578110456466675,-0.045036423951387405,0.48551198840141296,0.5891876816749573,-0.0655151903629303,0.47619107365608215,0.5260573625564575,-0.08139956742525101,0.5818629264831543,0.7547342777252197,-0.023822061717510223,0.5736185908317566,0.624607503414154,-0.04031450301408768,0.5691150426864624,0.5412307977676392,-0.05782923474907875,0.5665650963783264,0.47039222717285156,-0.0719970092177391,0.6319899559020996,0.7693974375724792,-0.0319768488407135,0.6348467469215393,0.6513928174972534,-0.052650146186351776,0.6384320259094238,0.5757050514221191,-0.06682464480400085,0.640414834022522,0.5059594511985779,-0.077794648706913,0.679800271987915,0.8051528334617615,-0.04439343884587288,0.700035035610199,0.720717191696167,-0.06455317884683609,0.7157756686210632,0.6633598804473877,-0.07261792570352554,0.7304924726486206,0.6075870990753174,-0.078417107462883
Hello,0.6073794364929199,1.0529875755310059,5.161220997251803e-07,0.5362601280212402,1.0129448175430298,-0.03958894684910774,0.480711430311203,0.9272558689117432,-0.05894997715950012,0.4392029047012329,0.8461235761642456,-0.07497341185808182,0.3987312912940979,0.7763454914093018,-0.08956725895404816,0.528950035572052,0.7701616287231445,-0.022812625393271446,0.5023635029792786,0.6571451425552368,-0.04536784440279007,0.4857105612754822,0.5880571603775024,-0.06573770940303802,0.4762774109840393,0.5245462656021118,-0.08168703317642212,0.5818044543266296,0.7544594407081604,-0.02463906817138195,0.5737548470497131,0.624316930770874,-0.04082108289003372,0.5694566369056702,0.5415014028549194,-0.0581444650888443,0.5669198632240295,0.47077175974845886,-0.07232770323753357,0.6319383978843689,0.769226610660553,-0.03287738561630249,0.6347675323486328,0.6507062315940857,-0.053228408098220825,0.6384420990943909,0.57475346326828,-0.0674358680844307,0.6406530737876892,0.5045231580734253,-0.07867536693811417,0.6795642971992493,0.8052790760993958,-0.04534865543246269,0.6999457478523254,0.7208882570266724,-0.06554685533046722,0.7159916162490845,0.6633795499801636,-0.07382717728614807,0.7311601638793945,0.6072640419006348,-0.07989341020584106
Hello,0.6059821844100952,1.0560855865478516,5.190221941120399e-07,0.5348498225212097,1.01548171043396,-0.03865855932235718,0.4792670011520386,0.9281375408172607,-0.05687309801578522,0.43778371810913086,0.8461599946022034,-0.07197825610637665,0.39713555574417114,0.7769039273262024,-0.08567944914102554,0.5279512405395508,0.7713891863822937,-0.020118718966841698,0.5013924241065979,0.6573101282119751,-0.04161469638347626,0.4848354458808899,0.5878286361694336,-0.06128173694014549,0.4753797948360443,0.52434241771698,-0.07674990594387054,0.5811575055122375,0.7554354667663574,-0.022116541862487793,0.5731959342956543,0.6248689889907837,-0.03726337477564812,0.5689904093742371,0.5413378477096558,-0.054087381809949875,0.5663782954216003,0.470596045255661,-0.06786563247442245,0.6314080953598022,0.7697013020515442,-0.030587902292609215,0.6342372298240662,0.6510796546936035,-0.05016055330634117,0.6380183696746826,0.574944794178009,-0.06406484544277191,0.6400184035301208,0.5048880577087402,-0.07504448294639587,0.678975522518158,0.8050504922866821,-0.04326391592621803,0.6990965604782104,0.720715343952179,-0.06292358040809631,0.7151406407356262,0.6633867621421814,-0.07092458754777908,0.730428159236908,0.6077053546905518,-0.07673884928226471
Hello,0.6078764200210571,1.0567476749420166,5.240884206614282e-07,0.5361273288726807,1.0158077478408813,-0.03794219344854355,0.48006772994995117,0.9294325709342957,-0.056091729551553726,0.43841874599456787,0.847625195980072,-0.07140257954597473,0.3979019820690155,0.7773444652557373,-0.0851319283246994,0.5277083516120911,0.7713426947593689,-0.01777009852230549,0.5008558034896851,0.6574429869651794,-0.038501884788274765,0.48436248302459717,0.5885840058326721,-0.05754651874303818,0.47510868310928345,0.5256882905960083,-0.07256260514259338,0.5808432698249817,0.7552724480628967,-0.020125288516283035,0.5728914141654968,0.624275803565979,-0.0345219224691391,0.5685733556747437,0.5411844253540039,-0.0506100207567215,0.5656453967094421,0.47082942724227905,-0.06381724029779434,0.6311903595924377,0.7694914937019348,-0.029092729091644287,0.6339839696884155,0.6505439877510071,-0.04810214787721634,0.63786780834198,0.5746203064918518,-0.061362314969301224,0.639820396900177,0.5049033761024475,-0.0718769058585167,0.6789761185646057,0.8048807382583618,-0.042281899601221085,0.69904625415802,0.7204663753509521,-0.06151628866791725,0.714942216873169,0.6628621220588684,-0.06920420378446579,0.7301258444786072,0.6070230603218079,-0.0747680738568306
